student_id,question,subject,marks,total_marks,student_answer,model_answer
S055,What is threading?,Advanced Python,4,10,I am not sure about this topic.,Threading allows concurrent execution of code
S055,What is process?,OS,8,10,A process is an active program with its and more.,A process is an active program with its resources
S055,Explain black hole,Computers in Space & Astronomy,8,10,Black holes have gravitational pull so strong nothing and more.,Black holes have gravitational pull so strong nothing escapes
S055,Explain star formation,Computers in Space & Astronomy,10,10,Stars form from gas and more.,Stars form from gas clouds
S055,Define light year,Computers in Space & Astronomy,7,10,It is related to Light year but I forgot details.,Light year is distance light travels in one year
S056,Define thread,OS,8,10,Thread is smallest unit of execution within a and more.,Thread is smallest unit of execution within a process
S056,Explain deadlock,OS,5,10,It is related to Deadlock is but I forgot details.,Deadlock is a situation where processes wait indefinitely
S056,Explain star formation,Computers in Space & Astronomy,4,10,I am not sure about this topic.,Stars form from gas clouds
S056,Explain semaphore,OS,7,10,It is related to Semaphore controls but I forgot details.,Semaphore controls access to resources
S056,Define Charaka,IKS,4,10,I am not sure about this topic.,Charaka was ancient physician
S056,Define virtual memory,OS,5,10,It is related to Virtual memory but I forgot details.,Virtual memory uses disk as memory extension
S056,Explain file system,OS,5,10,It is related to File system but I forgot details.,File system organizes and stores data
S056,Explain exception handling,Java,7,10,It is related to Exception handling but I forgot details.,Exception handling manages runtime errors
S056,Explain generators,Advanced Python,8,10,Generators produce sequence using and more.,Generators produce sequence using yield
S056,Explain Indian mathematics,IKS,8,10,Indian mathematics contributed zero and and more.,Indian mathematics contributed zero and algebra
S057,Explain pollution,Environmental Studies,4,10,I am not sure about this topic.,Pollution is contamination of environment
S057,What is Sanskrit?,IKS,3,10,I am not sure about this topic.,Sanskrit is classical Indian language used in texts
S057,Explain water cycle,Environmental Studies,4,10,I am not sure about this topic.,Water cycle includes evaporation condensation precipitation
S057,Explain paging,OS,4,10,I am not sure about this topic.,Paging divides memory into fixed size pages
S057,Define polymorphism,Java,10,10,Polymorphism allows methods to take many forms including and more.,Polymorphism allows methods to take many forms including overriding
S057,Define biodiversity,Environmental Studies,5,10,It is related to Biodiversity is but I forgot details.,Biodiversity is variety of species in ecosystem
S057,Explain star formation,Computers in Space & Astronomy,5,10,It is related to Stars form but I forgot details.,Stars form from gas clouds
S057,What is OS?,OS,2,10,I am not sure about this topic.,OS manages hardware and software resources
S057,Explain lambda functions,Advanced Python,7,10,It is related to Lambda functions but I forgot details.,Lambda functions are small anonymous inline functions
S057,What is async?,Advanced Python,10,10,Async allows non blocking and more.,Async allows non blocking execution
S058,Explain Indian mathematics,IKS,3,10,I am not sure about this topic.,Indian mathematics contributed zero and algebra
S058,Define galaxy,Computers in Space & Astronomy,9,10,Galaxy is a system of stars gas and and more.,Galaxy is a system of stars gas and dust
S058,Explain satellites,Computers in Space & Astronomy,7,10,It is related to Satellites orbit but I forgot details.,Satellites orbit planets for communication
S058,Define kernel,OS,9,10,Kernel manages hardware and system and more.,Kernel manages hardware and system calls
S058,Explain star formation,Computers in Space & Astronomy,10,10,Stars form from gas and more.,Stars form from gas clouds
S058,Explain black hole,Computers in Space & Astronomy,9,10,Black holes have gravitational pull so strong nothing and more.,Black holes have gravitational pull so strong nothing escapes
S058,Explain abstraction,Java,2,10,I am not sure about this topic.,Abstraction hides implementation details
S058,Explain GIL,Advanced Python,3,10,I am not sure about this topic.,Global Interpreter Lock prevents multiple native threads execution
S058,Define thread,OS,9,10,Thread is smallest unit of execution within a and more.,Thread is smallest unit of execution within a process
S058,Define virtual memory,OS,7,10,It is related to Virtual memory but I forgot details.,Virtual memory uses disk as memory extension
S059,What is sustainability?,Environmental Studies,7,10,It is related to Sustainability meets but I forgot details.,Sustainability meets needs without harming future
S059,Explain Vedas,IKS,4,10,I am not sure about this topic.,Vedas are ancient sacred Indian scriptures
S059,Explain semaphore,OS,4,10,I am not sure about this topic.,Semaphore controls access to resources
S059,Explain Dharma,IKS,4,10,I am not sure about this topic.,Dharma refers to duty and ethics
S059,Explain OOP principles,Java,5,10,It is related to OOP includes but I forgot details.,OOP includes encapsulation inheritance polymorphism abstraction
S059,Define interface,Java,5,10,It is related to Interface defines but I forgot details.,Interface defines methods without implementation
S059,What is NASA?,Computers in Space & Astronomy,6,10,It is related to NASA is but I forgot details.,NASA is US space agency
S059,What is decorator?,Advanced Python,8,10,Decorators modify behavior of functions and more.,Decorators modify behavior of functions dynamically
S059,Define galaxy,Computers in Space & Astronomy,8,10,Galaxy is a system of stars gas and and more.,Galaxy is a system of stars gas and dust
S059,Explain Indian mathematics,IKS,7,10,It is related to Indian mathematics but I forgot details.,Indian mathematics contributed zero and algebra
S060,Explain pollution,Environmental Studies,5,10,It is related to Pollution is but I forgot details.,Pollution is contamination of environment
S060,Define universe,Computers in Space & Astronomy,3,10,I am not sure about this topic.,Universe includes all space matter and energy
S060,Explain lambda functions,Advanced Python,7,10,It is related to Lambda functions but I forgot details.,Lambda functions are small anonymous inline functions
S060,Explain pandas,Advanced Python,8,10,Pandas is used for data and more.,Pandas is used for data manipulation
S060,What is process?,OS,4,10,I am not sure about this topic.,A process is an active program with its resources
S060,Define Gurukul,IKS,3,10,I am not sure about this topic.,Gurukul is traditional Indian education system
S060,Explain multithreading,Advanced Python,7,10,It is related to Multithreading runs but I forgot details.,Multithreading runs tasks concurrently
S060,Explain Dharma,IKS,2,10,I am not sure about this topic.,Dharma refers to duty and ethics
S060,Explain exception handling,Java,10,10,Exception handling manages runtime and more.,Exception handling manages runtime errors
S060,Explain semaphore,OS,3,10,I am not sure about this topic.,Semaphore controls access to resources
